Fiscal Year,Employer,Initial Approvals,Initial Denials,Continuing Approvals,Continuing Denials,NAICS,Tax ID,State,City,ZIP
2014,LE PARKER MERIDIEN NEW YORK,1,0,1,0,72,4731,NY,NEW YORK,10019
2014,ACCREDO HEALTH GROUP INC,0,0,1,0,62,8535,MO,SAINT LOUIS,63121
2014,KELCO CONSTRUCTION INC DBA BELCO P,0,0,1,0,23,8841,NY,COMMACK,11725
2014,KELCO CONSTRUCTION INC,1,0,0,0,54,8841,NY,COMMACK,11725
2014,HARVARD MANAGEMENT ASSOC INC,1,0,0,0,54,8952,NY,NEW YORK,10005
2014,ZAMAN LTD,1,0,1,0,51,9170,NJ,CARLSTADT,07072
2014,AWM CORP DBA FUTURE-DENT CREATION,0,0,1,0,33,9648,NY,LONG ISLAND CITY,11101
2014,LAW OFFICE OF MICHAEL G DOWD,0,0,3,0,54,1746,NY,NEW YORK,10022
2014,KLINGER & KLINGER LLP,1,0,0,0,54,1888,NY,NEW YORK,10017
2014,ROCON PLUMBING & HEATING CORP,0,0,4,0,23,3153,NY,NEW HYDE PARK,11040
2014,BELLE MAISON USA LTD,1,0,0,0,31,4999,NY,RICHMOND HILL,11418
2014,RELIANT ELECTRICAL COMPANY INC,0,0,1,0,99,7870,NY,BROOKLYN,11238
2014,PLATINUM MAINTENANCE SERVICES CORP,1,0,0,0,56,8874,NY,NEW YORK,10271
2014,WEBHOUSE INC,1,0,0,0,54,9453,NY,BALDWIN,11510
2014,WEBHOUSE INC,0,0,1,0,54,9453,NY,WESTBURY,11590
2014,HEALTH SOLUTIONS PLUS INC,0,0,1,0,54,9612,NY,MELVILLE,11747
2014,RESOURCE SEARCH COMPANY INC,1,0,2,0,54,9875,NY,NEW YORK,10119
2014,ALL MY CHILDREN DAY CARE & NURSERY,0,0,1,0,62,1679,NY,JAMAICA,11434
2014,NEWTOWN DIALYSIS CTR INC,0,0,1,0,62,3373,NY,ASTORIA,11102
2014,MECCA CONTRACTING INC,0,0,1,0,23,3901,NY,BROOKLYN,11206
2014,PINNACLE ENVIRONMENTAL CORP,0,0,1,0,56,5596,NJ,CARLSTADT,07072
2014,MAINFREIGHT INC,1,0,1,0,48,5717,CA,CARSON,90746
2014,EIHAB HUMAN SERVICES INC,1,0,0,0,62,6415,NY,JAMAICA,11434
2014,FACE AND ASSOCIATES,0,0,1,0,99,6732,NY,FOREST HILLS,11375
2014,BEST MEDICAL CARE PC,0,0,1,0,62,8755,NY,RICHMOND HILL,11418
2014,GREENE-VAN PHARMACY CORP DBA PROSP,0,1,0,0,44,9738,NY,BROOKLYN,11238
2014,ALLRAN ELECTRIC OF NY LLC,1,0,0,0,23,3170,NY,NEW YORK,10271
2014,OEC FREIGHT NY  INC,0,0,1,0,48,3302,NY,ROSEDALE,11422
2014,EC INFOSYSTEMS INC,4,1,4,0,54,7432,NY,UNIONDALE,11553
2014,AMICUS SYSTEMS INC,0,0,1,0,54,7653,NY,FLUSHING,11355
2014,AMICUS SYSTEMS INC,4,0,29,0,54,7653,NY,FOREST HILLS,11375
2014,37-14 UNION PHARMACY CORP,1,0,0,0,44,8688,NY,FLUSHING,11354
2014,ROYAL TOUCH LLC,1,0,0,0,42,1468,NY,NEW YORK,10036
2014,TOP REHAB INC,0,1,0,0,56,1789,NY,BROOKLYN,11214
2014,TOP REHAB INC,0,1,2,4,62,1789,NY,BROOKLYN,11214
2014,OMNICOM CONSULTING GROUP INC,0,0,1,0,54,2123,NY,TARRYTOWN,10591
2014,ATLAS COMMUNICATIONS TECH INC,0,0,1,0,54,2645,NY,NEW YORK,10005
2014,PALATIAL CONCRETE LTD,1,0,0,0,99,2959,NY,CALVERTON,11933
2014,D-BUG INC,1,0,2,0,54,8347,NY,NEW YORK,10016
2014,NEDIA ENTERPRISES INC,0,0,1,0,54,8526,VA,ASHBURN,20147
2014,SMC NETWORKS INC,0,0,1,0,54,9019,CA,IRVINE,92618
2014,ISH PRECISION MACHINE CORP,0,1,0,0,33,0851,NY,BROOKLYN,11214
2014,PROXIMA INC DBA NICKA K COSMETICS,1,0,1,0,42,2329,NY,JAMAICA,11433
2014,PROXIMA INC DBA NICKA K COSMETICS,2,0,0,0,44,2329,NY,JAMAICA,11433
2014,SAVINO DEL BENE USA INC,0,0,1,0,48,2863,CA,HAWTHORNE,90250
2014,KASE USA INC,0,0,1,0,42,3163,NY,NEW YORK,10018
2014,BROOKHAVEN NATL LABORATORY,31,0,41,0,54,3915,NY,UPTON,11973
2014,ARK SYSTEMS ELECTRIC CORP,0,0,1,0,23,5991,NY,LONG ISLAND CITY,11101
2014,SV TECH INC,1,0,0,0,54,7073,NY,FLUSHING,11355
2014,STAR AMERICA INC,1,0,0,0,61,8553,NY,ELMHURST,11373
2014,UNIQUE COMP INC,16,0,6,0,54,1202,NY,LONG ISLAND CITY,11101
2014,VALUEMOMENTUM INC,32,1,73,0,54,4179,NJ,SOUTH PLAINFIELD,07080
2014,VALUEMOMENTUM INC,0,0,1,0,54,4479,NJ,SOUTH PLAINFIELD,07080
2014,NORTH SHORE LIJ HEALTH SYSTEM,12,0,19,0,62,8133,NY,GREAT NECK,11021
2014,N SHORE LIJ HEALTH SYSTEM,10,0,13,0,62,8133,NY,LAKE SUCCESS,11042
2014,NORTH SHORE LIJ HEALTH SYSTEM,1,0,1,0,62,8133,NY,NEW HYDE PARK,11042
2014,NORTH SHORE LIJ HLTH SYS LENOX HIL,1,0,0,0,62,8133,NY,NEW YORK,10075
2014,B & H CUSTOMS SERVICES INC,1,0,0,0,99,0154,NY,SPRINGFIELD GARDENS,11413
2014,NETWORK 1 FINANCIAL GROUP INC,1,0,0,0,55,3157,NJ,RED BANK,07701
2014,LANCOMTECH INC,0,0,0,2,54,4094,NY,BROOKLYN,11204
2014,WESTWATER EQUITIES LLC,0,0,1,0,53,8473,NY,NEW YORK,10017
2014,COMPUTECH COMPUTERS INC,8,0,4,0,54,8802,NY,ELMHURST,11373
2014,APEX BULK CARRIERS LLC,1,0,0,0,99,0280,NY,NEW YORK,10022
2014,CORBEX INC,0,0,0,1,99,0481,NY,NEW HYDE PARK,11040
2014,SSM DESIGN LLP D/B/A SPECTOR GROUP,1,0,1,0,54,3479,NY,NEW YORK,10016
2014,INFOPEOPLE CORPORATION,1,0,2,0,54,4293,NY,NEW YORK,10005
2014,KEYSPAN GAS EAST CORP DBA NATL GRI,1,0,0,0,22,4848,NY,BROOKLYN,11201
2014,ASHNU INTERNATIONAL INC,0,0,1,0,23,5601,NY,WOODSIDE,11377
2014,NATIONAL GRID CORPORATE SVCS LLC,0,0,1,0,22,5692,NY,BROOKLYN,11201
2014,NATIONAL GRID CORPORATE SVCS LLC,0,0,2,0,54,5692,NY,BROOKLYN,11201
2014,HOWARD B RUSSCO CPA PC,0,0,1,0,54,3095,NY,HEWLETT,11557
2014,SWIMWEAR ANYWHERE INC,0,0,1,0,42,3772,NY,FARMINGDALE,11735
2014,LONG ISLAND ANALYTICAL LABORATORIE,1,0,0,0,54,7646,NY,HOLBROOK,11741
2014,SOFTPATH SYSTEMS INC,4,13,8,0,54,9660,NY,NEW YORK,10038
2014,MIRROR BOOKS USA CORP,1,0,0,0,51,0208,NY,BROOKLYN,11021
2014,MIRROR BOOKS USA CORP,1,0,0,0,51,0208,NY,GREAT NECK,11021
2014,JOHN C CHEN ARCHITECT PLLC,1,0,0,0,54,1604,NY,FLUSHING,11355
2014,ATOMIC SOFTWARE INC,0,0,1,0,54,1989,NY,BROOKLYN,11201
2014,LALEZARIAN DEVELOPERS INC,0,0,1,0,53,3029,NY,NEW HYDE PARK,11042
2014,NEXTCOM CONSTRUCTION INC,0,1,1,0,23,7050,NY,FLUSHING,11354
2014,LOCATION3 MEDIA INC,0,0,1,0,54,7097,CO,DENVER,80202
2014,KB PROJECTS LLC,0,0,1,0,51,7932,NY,BROOKLYN,11222
2014,FOREVER CHEESE INC,0,0,1,0,42,8443,NY,ASTORIA,11106
2014,ON-OFF SHORE CONSULTANTS INC DBA A,0,0,1,0,61,8486,NY,FOREST HILLS,11375
2014,CHOICE AGENCY CORP,0,1,0,0,52,8745,NY,FLUSHING,11358
2014,WEBAIR INTERNET DEVELOPMENT CO INC,1,0,0,0,51,0094,NY,GARDEN CITY,11530
2014,REITMAN & BELKIN LLP,1,0,0,0,54,0692,NY,NEW YORK,10036
2014,PETCARERX,1,0,0,0,45,1100,NY,LYNBROOK,11563
2014,VIJAYPAL ARYA PHYSICIAN PC,0,0,1,0,62,1469,NY,MIDDLE VILLAGE,11379
2014,VAULT SPORTSWEAR INC,1,0,0,0,99,1813,NY,NEW YORK,10018
2014,FOUGERA PHARMACEUTICALS INC,0,0,1,0,32,3439,DC,WASHINGTON,20004
2014,NETCOM LEARNING INC NY DBA NETCOM,0,0,1,0,54,4998,NY,NEW YORK,10001
2014,HAIER AMERICA TRADING LLC,1,0,5,0,33,5817,NY,NEW YORK,10018
2014,HAIER AMERICA TRADING LLC,0,0,1,0,54,5817,NY,NEW YORK,10018
2014,ACHIEVEMENT REHABILITATION CARE PC,0,0,1,0,62,7643,VA,ANNANDALE,22003
2014,TOTAL MEDICAL PC,0,0,1,0,62,8525,NY,NEW YORK,10040
2014,HIGH-SPEED COMMS INC DBA HSCUSA TV,1,0,0,0,51,9311,NY,ASTORIA,11105
2014,INDUSTRIAL CREDIT OF CANADA LTD,1,0,0,0,52,9923,NY,WESTBURY,11590
2014,VENKATESWARA PHARMACY INC,0,0,1,0,44,1582,NY,BRONX,10472
2014,MANAGEMENT HEALTH SOLUTIONS INC,0,0,1,0,54,2971,CT,FAIRFIELD,06825
2014,HERCULES GROUP INC,0,0,1,0,32,3637,NY,PORT WASHINGTON,11050
2014,POINTERS INC,0,0,0,1,99,4865,NY,NEW YORK,10036
2014,SEAWOLF TECHNOLOGIES INC,1,0,1,0,54,5454,NY,SYOSSET,11791
2014,KOREAN CHRISTIAN TELEVISION SYS OF,1,0,0,0,42,6590,NY,LITTLE NECK,11362
2014,BM MERCHANDISING CO LTD,2,0,0,0,42,8266,NJ,AVENEL,07001
2014,LAW OFFICE OF YU MI HONG,0,0,1,0,54,9597,NY,FLUSHING,11354
2014,GEM-QUALITY CORPORATION,1,0,0,0,23,9657,NY,BROOKLYN,11220
2014,CMA LAW GROUP PLLC,1,0,0,0,54,1813,NY,LONG ISLAND CITY,11101
2014,AG DISTRIBUTORS & SUPPLIES CORP DB,1,0,2,0,44,2147,NY,BROOKLYN,11237
2014,SAHADI FINE FOODS INC,1,0,0,0,42,2639,NY,BROOKLYN,11232
2014,SAGARSOFT INC,5,0,71,5,54,3319,CT,GLASTONBURY,06033
2014,SAGARSOFT INC,0,0,1,0,54,3631,CT,GLASTONBURY,06033
2014,UNITED SIKHS IN SVC OF AMERICA,1,0,0,0,81,3921,NY,NEW YORK,10036
2014,AMR CAPITAL TRADING CORPORATION,1,0,0,0,52,4056,NY,NEW YORK,10017
2014,SURE SHOT TERMITE & PEST CONTROL I,1,0,0,0,56,7641,NY,FRESH MEADOWS,11365
2014,ATELIER NEW YORK ARCHITECTURE P C,1,0,0,0,54,9477,NY,LONG ISLAND CITY,11101
2014,DEFINITIONS PERSONAL FITNESS INC,1,0,0,0,71,1231,NY,NEW YORK,10022
2014,H & F RESTORATION & CONSTRUCTION I,1,0,0,0,23,2731,NY,LONG ISLAND CITY,11101
2014,BOOKS AND RATTLES INC,0,0,2,0,62,6631,NY,MIDDLE VILLAGE,11379
2014,OHM S ELECTRICAL CORP,0,1,1,0,54,8428,NY,RIDGEWOOD,11385
2014,IVY ENTERPRISES INC,1,0,1,0,42,8468,NY,PORT WASHINGTON,11050
2014,UNITED STAFFING REGISTRY INC,1,0,3,1,56,9042,NY,ELMHURST,11373
2014,ROBERT GATTO ASSO,0,0,2,0,54,0659,NY,EAST HAMPTON,11937
2014,ROBERT GATTO ASSOCIATES LTD,3,0,4,0,56,0659,NY,EAST HAMPTON,11937
2014,JABIWON SOCIAL SERVICES CENTER INC,1,0,0,0,62,1591,NY,FLUSHING,11354
2014,FOREX CAPITAL MARKETS LLC,3,0,3,0,52,2151,NY,NEW YORK,10041
2014,BOGOPA ENTERPRISES INC,0,0,3,0,44,4576,NY,BROOKLYN,11208
2014,TONUCA BASU PHYSICIAN PC,1,0,0,0,99,5669,NY,RIDGEWOOD,11385
2014,SRB CONVENTION & CATERING CORP DBA,0,0,1,0,72,5807,NY,WOODBURY,11797
2014,AMERICAN SOFTWARE RESOURCES INC,2,0,6,0,54,7747,NY,NEW YORK,10004
2014,THINKBRQ INC,2,0,4,0,54,9732,NY,MASSAPEQUA,11758
2014,BROOKLYN AMITY SCHOOL,0,1,3,0,61,1046,NY,BROOKLYN,11235
2014,UNIQUE COMP INC,0,0,1,0,54,1202,NY,LONG ISLAND CITY,11101
2014,S&N BUILDERS INC,0,0,1,0,99,2788,NY,MOUNT VERNON,10550
2014,SOUTHERN TELECOM INC,2,0,1,0,33,4861,NY,BROOKLYN,11232
2014,FORDHAM JEROME FABRICS INC,0,0,1,0,42,4879,NY,BRONX,10468
2014,EAI CONCEPTS INC,1,0,0,0,54,5251,FL,SARASOTA,34234
2014,6801 REALTY CO LLC,0,1,0,0,53,6122,NY,BROOKLYN,11228
2014,MARKS PANETH & SHRON LLP,0,0,4,0,54,8842,NY,NEW YORK,10017
2014,SERVICECHANNEL.COM INC,0,0,1,0,54,8847,NY,ALBERTSON,11507
2014,MADISON BRANDS INC,2,0,0,0,31,1770,NY,NEW YORK,10018
2014,LESLIE DIGITAL IMAGING LLC,1,0,0,0,42,3525,NY,JERICHO,11753
2014,JIBJAB MEDIA INC,0,0,3,0,51,3527,CA,VENICE,90291
2014,OMNIVISION TECHNOLOGIES INC,0,0,1,0,33,4755,CA,SANTA CLARA,95054
2014,ALPHA NET CONSULTING LLC,21,1,27,1,54,4755,CA,SANTA CLARA,95054
2014,RESPONSE GENETICS INC,0,0,0,1,62,5248,CA,LOS ANGELES,90033
2014,PARALLEL DEVELOPMENT LTD,1,0,0,0,54,6497,NY,BROOKLYN,11222
2014,BAMBI DAY CARE CENTER INC,0,0,1,0,62,8084,NY,BROOKLYN,11225
2014,NES JEWELRY INC,0,1,0,0,42,8217,NY,NEW YORK,10001
2014,SANSOOGAPSAN II INC,0,1,0,0,72,9667,NY,FLUSHING,11358
2014,SHREE SOLUTIONS INC,0,0,0,1,54,0502,TX,HOUSTON,77054
2014,CORNERSTONE INSUR AGENCY OF NY INC,1,0,0,0,52,1833,NY,BAYSIDE,11361
2014,FALCONSTOR INC,0,0,2,0,51,2728,NY,MELVILLE,11747
2014,FALCONSTOR SOFTWARE INC,0,0,4,0,54,2728,NY,MELVILLE,11747
2014,SHAEFER ENTERPRISES INC,0,0,1,0,52,3159,NY,NEW YORK,10012
2014,STELLE LOMONT ROUHANI ARCHITECTS P,2,0,0,0,54,4737,NY,BRIDGEHAMPTON,11932
2014,A PLUS COVERAGE INC,1,1,1,0,52,6098,NY,FLUSHING,11355
2014,SCAFFOLDING TODAY INC,0,0,1,0,42,7493,NJ,NORTH BERGEN,07047
2014,BNX SHIPPING INC,1,0,0,0,48,2105,NY,JAMAICA,11434
2014,A 1 CONSULTING INC,3,0,1,0,54,3010,GA,ATLANTA,30344
2014,A 1 CONSULTING INC,0,0,1,0,54,3010,GA,EAST POINT,30344
2014,CAPACITY LLC,0,0,1,0,54,3543,NJ,NORTH BRUNSWICK,08902
2014,TWOSEVEN INC,0,0,1,0,99,6350,NY,BROOKLYN,11206
2014,HUGE LLC,0,0,1,0,54,6408,CA,LOS ANGELES,90048
2014,HUGE LLC,3,0,14,0,54,6408,NY,BROOKLYN,11201
2014,IMPACT ENVIRONMENTAL CLOSURES INC,0,0,1,0,54,8853,NY,BOHEMIA,11716
2014,SAM HAK FOOD CORP,0,0,1,0,31,9009,NJ,HILLSIDE,07205
2014,THE STERLING SCHOOL INC,1,0,0,0,61,9748,NY,BROOKLYN,11201
2014,VALPAR 2 CORP,1,0,0,0,72,0162,NY,BAYSIDE,11361
2014,THE RENAISSANCE CHARTER SCHOOL,0,0,1,0,61,0391,NY,JACKSON HEIGHTS,11372
2014,CORPORATE SOLUTIONS GROUP,1,0,1,0,52,0848,NY,NEW YORK,10038
2014,RICHARD B ZIELLO INC,0,0,0,1,51,4544,NY,BROOKLYN,11216
2014,PRANAYAMA ART INC,0,0,1,0,54,4778,NY,BROOKLYN,11238
2014,PARADISE ORGANIZATION CORP,0,0,0,1,54,5075,NY,SYOSSET,11791
2014,WALL STREET MULTIMEDIA INC,1,0,0,0,51,5666,NY,JAMAICA,11435
2014,XU BING STUDIO INC,0,1,0,0,71,9269,NY,BROOKLYN,11211
2014,LONG ISLAND SPINE & ORTHOPEDICS PC,1,0,0,0,62,0634,NY,HICKSVILLE,11801
2014,URBAN ENGINEERING PC,1,0,0,0,54,0943,NY,BROOKLYN,11209
2014,IN-MOTION PHYSICAL THERAPY PC DBA,0,0,1,1,62,1471,NY,ROSLYN HEIGHTS,11577
2014,EZ TAX RETURN.COM LLC,1,0,0,0,54,3616,NY,GARDEN CITY,11530
2014,GARY H SILVER ARCHITECTS PC,0,0,1,0,54,5259,NY,NEW YORK,10007
2014,EYORK CONSULTING INC,5,0,11,0,54,0906,NY,NEW HYDE PARK,11040
2014,GEDEON ENGINEERING PC,0,0,1,0,54,1406,NY,SYOSSET,11791
2014,SPIRENT COMMUNICATIONS INC,1,0,2,0,54,2676,CA,AGOURA HILLS,91301
2014,SPIRENT COMMUNICATIONS INC,11,0,42,1,54,2676,CA,CALABASAS,91302
2014,EASTERN ACCOUNTING & TAX INC,0,0,1,0,54,4093,NY,FLUSHING,11354
2014,FREEPORT PAPER INDUSTRIES INC,1,0,0,0,32,4796,NY,CENTRAL ISLIP,11722
2014,SMARTLINX SOLUTIONS LLC,0,0,2,0,54,5059,SC,NORTH CHARLESTON,29418
2014,LUFTHANSA SYSTEMS AMERICA INC,1,0,0,0,54,5705,FL,MIAMI,33131
2014,JENNAN COMPREHENSIVE MEDICAL PC,0,0,1,0,62,6501,NY,BROOKLYN,11220
2014,FRESH DIRECT LLC,3,0,15,0,44,6953,NY,LONG ISLAND CITY,11101
2014,SCHONFELD TOOLS LLC,0,0,1,0,54,7100,NY,JERICHO,11753
2014,STEINWAY PHARMACY INC,1,0,0,0,44,8682,NY,ASTORIA,11103
2014,ENCOM J INC,0,1,0,0,54,9276,NY,LONG ISLAND CITY,11101
2014,ENCOM J INC,0,0,1,0,54,9276,NY,NEW YORK,10010
2014,DUET WEDDING HOUSE CORP,0,0,0,1,54,9838,NY,HUNTINGTON STATION,11746
2014,INTL CTR FOR TRANSITIONAL JUSTICE,3,0,2,0,81,0024,NY,NEW YORK,10004
2014,SOFTHEON INC,1,0,0,0,54,0784,NY,STONY BROOK,11794
2014,MELTZER LIPPE GOLDSTEIN & BREITSTO,1,0,0,0,54,1269,NY,MINEOLA,11501
2014,DUFFY & DUFFY PLLC,0,0,1,0,99,1774,NY,UNIONDALE,11556
2014,EL ELECTRONICS LLC DBA ELECTRO IND,0,0,1,0,33,3316,NY,WESTBURY,11590
2014,IPSOS-INSIGHT LLC,0,0,4,0,54,3627,CT,NORWALK,06851
2014,GLOBAL EQUIPMENT COMPANY,0,0,2,0,45,4699,NY,PORT WASHINGTON,11050
2014,DGL GROUP LTD,2,0,0,0,54,5032,NJ,EDISON,08837
2014,VI SCO INC,0,0,0,1,99,5847,NY,GLEN COVE,11542
2014,LANDSCAPE DETAILS INC,1,0,0,0,99,7607,NY,SAG HARBOR,11963
2014,HUMAN FIRST INC,1,0,0,0,62,0136,NY,LYNBROOK,11563
2014,RELIABLE POWER ALTERNATIVES CORP,0,0,1,0,54,1157,NY,GARDEN CITY,11530
2014,SD INTERNATIONAL INC,0,0,1,0,42,2743,NY,BROOKLYN,11222
2014,HK KOYA CPA PC,0,0,1,0,54,3955,NY,JACKSON HEIGHTS,11372
2014,KOREA PAPER & PLASTIC BAG CORP,0,0,1,0,45,4043,NY,MASPETH,11378
2014,BOSTON ROAD PEDIATRICS PC,1,0,0,0,62,5677,NY,BRONX,10456
2014,ARCHITECTURAL SIGN GROUP INC,1,0,0,0,54,6696,NY,ELMONT,11003
2014,PREMIUM TECHNOLOGY INC,2,0,2,0,54,6892,NJ,EAST BRUNSWICK,08816
2014,NINE AMERICA CORP,0,0,0,1,99,8313,NY,NEW YORK,10018
2014,ELC BEAUTY LLC,1,0,0,0,33,9707,NY,NEW YORK,10153
2014,IMT SERVICES CORPORATION,0,0,1,0,52,9814,PA,ENOLA,17025
2014,LONG ISLAND CONSERVATORY LTD,2,0,1,0,61,9932,NY,ALBERTSON,11507
2014,TEC5USA INC,0,0,1,0,33,3611,NY,PLAINVIEW,11803
2014,BELTRAN TECHNOLOGIES INC,0,0,2,0,33,3798,NY,BROOKLYN,11210
2014,TERRES TECHNOLOGY INC,0,0,1,0,54,5567,NY,GLEN COVE,11542
2014,MEISELMAN PACKMAN NEALON SCIALABBA,0,0,1,0,99,3138,NY,WHITE PLAINS,10605
2014,NAV-TV CORP,1,0,0,0,23,3428,FL,POMPANO BEACH,33065
2014,MCSAM HOTEL GROUP LLC,0,0,1,0,72,3884,NY,GREAT NECK,11021
2014,GOOD CARE MEDICAL PC,0,0,1,0,62,6202,NY,FLUSHING,11355
2014,FIVE TOWNS NEUROLOGY PC,0,0,1,0,62,7006,NY,CEDARHURST,11516
2014,S&L AEROSPACE METALS LLC,1,0,0,0,33,7277,NY,FLUSHING,11354
2014,FIRST CLASS PHYSICAL THERAPY P C,0,0,3,0,62,8037,NY,BROOKLYN,11224
2014,J VAN VLIET NEW YORK LLC,0,1,0,0,11,8323,NY,LONG ISLAND CITY,11101
2014,JUNO HEALTHCARE STAFFING SYS INC,0,0,0,1,56,9133,NY,NEW YORK,10016
2014,A 2 Z PERFUMES INC,0,0,1,0,44,9241,NJ,EAST BRUNSWICK,08816
2014,UNIVERSAL MED RECORDS INFO NETWORK,1,3,0,0,54,9922,NY,CORTLANDT MANOR,10567
2014,TOP 8 CONSTRUCTION CORP AN F & T G,1,0,0,0,23,2811,NY,FLUSHING,11354
2014,JEFF SILBER MD PC DBA MASSAPEQUA P,0,0,1,0,99,3447,NY,MASSAPEQUA,11758
2014,MEDSAVE USA INC,0,0,2,0,54,4533,NY,HAUPPAUGE,11788
2014,SWEET P HOME CARE INC,1,0,0,0,62,4987,NY,JAMAICA,11434
2014,LITTLE NECK DRUGS STORE INC,0,1,0,0,44,6341,NY,LITTLE NECK,11362
2014,HAR MASPETH CORP DBA H MART,0,0,1,0,31,7679,NY,MASPETH,11378
2014,HAR MASPETH CORP DBA H MART,0,0,1,0,44,7679,NY,MASPETH,11378
2014,TTI OF USA INC,0,0,3,0,54,1142,NY,NEW YORK,10038
2014,WESTHAMPTON TENNIS AND SPORT LLC,0,0,1,0,71,1610,NY,WESTHAMPTON BEACH,11978
2014,FASHIONHAUS LLC,0,0,1,0,54,3623,NY,NEW YORK,10018
2014,GLOBAL ALLIANCE LOGISTICS INC,1,0,1,0,48,4388,NY,VALLEY STREAM,11580
2014,PROFES INTL CORPORATION,0,0,1,0,48,5195,NY,JAMAICA,11434
2014,J ONE CORPORATION,0,1,0,0,53,5965,NY,NEW YORK,10017
2014,GABRIELLA IMPORTERS INC,0,1,0,0,42,8091,NY,NEW YORK,10024
2014,EASTERN SECURITY SYSTEM INC,1,1,0,0,42,8691,NY,COLLEGE POINT,11356
2014,LVE ENTERPRISES INC,0,1,0,0,52,8787,NY,WEST HEMPSTEAD,11552
2014,ESPASSO INC,0,1,0,0,44,0469,NY,NEW YORK,10013
2014,KAIZEN TECHNOLOGIES INC,2,0,0,0,54,0497,CT,STAMFORD,06901
2014,CUSTOM METALCRAFTERS INC,0,0,1,0,23,1296,NY,ALBERTSON,11507
2014,ORAL HEALTHCARE ASSOCIATES LLC,0,0,2,0,62,2513,PA,BLUE BELL,19422
2014,GENTLE DENTAL W CHESTER LLC,0,0,1,0,62,2528,PA,WEST CHESTER,19380
2014,PHAROS SYSTEMS INTERNATIONAL INC,1,0,0,0,51,5918,NY,ROCHESTER,14625
2014,ZIRCORN TECHNOLOGIES INC,0,0,1,0,54,6290,GA,DULUTH,30097
2014,VOLTAGE SECURITY INC,0,0,3,0,54,6376,CA,CUPERTINO,95014
2014,STANFORD TRIDENT INC DBA HAIRS HOW,1,0,0,0,99,7243,FL,CORAL SPRINGS,33065
2014,CAMDEN TOWN HOMES INC D/B/A DP CON,1,0,0,0,54,7932,TX,HOUSTON,77042
2014,HEALTH ACCESS NETWORK INC,0,0,1,0,62,0708,ME,LINCOLN,04457
2014,SHERRI L ROUTLEDGE INC,0,0,1,0,99,1065,TX,AUBREY,76227
2014,SILICON & SOFTWARE SYSTEMS US INC,0,0,2,0,54,2071,CA,SAN JOSE,95128
2014,EFFEXOFT INC,2,1,3,0,54,2528,NJ,SOMERSET,08873
2014,MARYLAND ONCOLOGY HEMATOLOGY PA,1,0,0,0,62,2573,MD,COLUMBIA,21044
2014,AMERI SOURCE SPECIALTY PRODS INC,1,0,0,0,33,2641,PA,BETHEL PARK,15102
2014,CONTINUMM ELECTRO OPTICS INC,0,0,1,0,54,3902,PA,ENOLA,17025
2014,DISCOVERTURE SOLUTIONS LLC,4,0,21,1,54,5425,AZ,SCOTTSDALE,85254
2014,VIRTUAL MATRIX CORP,0,0,1,0,51,5633,MN,EDINA,55435
2014,VIRTUAL MATRIX CORPORATION,16,4,5,0,54,5633,MN,EDINA,55435
2014,VIRTUAL MATRIX CORP,0,0,1,0,51,5633,MN,MINNEAPOLIS,55435
2014,VIRTUAL MATRIX CORPORATION,6,1,2,0,54,5633,MN,MINNEAPOLIS,55435
2014,LUMEN ARCHITECTURAL ENGINEERING PC,0,0,1,0,54,9520,NJ,PATERSON,07501
2014,LEADERSHIP VLG ACADEMY CHARTER DBA,0,1,0,0,62,1253,NY,NEW YORK,10027
2014,OLAM AMERICAS INC,0,0,1,0,31,2046,NJ,SUMMIT,07901
2014,BAY WAVES INC DBA SAVANNAH CLOTHIN,0,0,1,0,55,2076,FL,HALLANDALE,33009
2014,CAUSEFORCE LLC,0,1,1,0,71,2121,CA,LOS ANGELES,90028
2014,ALHAMBRA NH LLC DBA ALHAMBRA HEALT,0,0,1,0,62,2498,FL,TAMPA,33610
2014,DESIGN RED INC,0,0,1,0,54,3830,FL,MIAMI,33137
2014,ASCENSUS,1,0,5,0,52,5754,PA,DRESHER,19025
2014,FIDELUS TECHNOLOGIES LLC,1,0,2,0,54,5774,NY,NEW YORK,10001
2014,ENLINK MIDSTREAM OPERATING LP,0,0,1,0,48,6506,TX,DALLAS,75201
2014,WFTV-TV,1,0,0,0,51,6527,FL,ORLANDO,32801
2014,MASTER KWONS MARTIAL ART INC,1,0,0,0,61,8244,NY,HOPEWELL JUNCTION,12533
2014,WELLS PLUMBING AND HEATING SUPPLIE,2,0,0,0,44,0618,IL,CHICAGO,60608
2014,TRG MGT LP TRG DBA THE ROHATYN GR,0,0,2,0,52,0657,NY,NEW YORK,10017
2014,PR3 SYSTEMS INC,1,0,7,2,54,0852,IL,AURORA,60505
2014,QUEMERE INTERNATIONAL LLC,0,0,1,0,32,0877,NY,PORT CHESTER,10573
2014,TECHNICOLOR CREATIVE SVCS USA INC,1,0,0,0,33,1638,CA,BURBANK,91504
2014,MIRAPATH INC,0,0,1,0,54,1833,CA,CUPERTINO,95014
2014,VERDASYS INC,0,0,1,0,51,1852,MA,WALTHAM,02451
2014,EUROPEAN ARCHITECTURAL SUPPLY LLC,1,0,0,0,99,2047,MA,SUDBURY,01776
2014,WISTERIA INFORMATION TECHNOLOGIES,0,0,1,0,54,2590,VA,STERLING,20166
