Fiscal Year,Employer,Initial Approvals,Initial Denials,Continuing Approvals,Continuing Denials,NAICS,Tax ID,State,City,ZIP
2016,SP ENGINEERS LTD,0,0,1,0,99,6756,IL,CHICAGO,60602
2016,RITHAM INC,0,0,2,1,54,8194,MI,YPSILANTI,48197
2016,ISTREAM SOLUTIONS INC,0,0,3,0,54,9055,VA,ASHBURN,20147
2016,ISTREAM SOLUTIONS INC,1,1,22,3,54,9055,VA,HERNDON,20171
2016,ISTREAM SOLUTIONS INC,0,0,0,1,54,9055,VA,HERNDON,20177
2016,RESTORE NYC,0,0,2,0,62,0142,NY,NEW YORK,10036
2016,BRICKSTREET MUTUAL INSURANCE COMPA,1,0,0,0,52,4166,WV,CHARLESTON,25301
2016,DASSAULT SYSTEMES 3DEXCITE CORP,1,0,1,0,51,4780,MI,AUBURN HILLS,48326
2016,DASSAULT SYSTEMES 3DEXCITE CORP,0,0,2,0,54,4780,MI,AUBURN HILLS,48326
2016,ARGHA SERVICES INC,49,1,6,1,54,6643,GA,ATLANTA,30338
2016,ASKMETENNIS LLC,0,1,0,0,33,8347,FL,MIAMI,33134
2016,CONQUEST CONSULTING LLC,0,4,2,0,54,1682,TX,AUSTIN,78731
2016,SAGARD CAPITAL PARTNERS MGT CORP,1,0,0,0,52,2055,CT,GREENWICH,06830
2016,MANUM CORP,0,0,1,0,44,4407,NY,NEW HYDE PARK,11042
2016,EASTERN IOWA HLTH CTR,1,0,0,0,62,5575,IA,CEDAR RAPIDS,52403
2016,REVENUE MANAGEMENT SOLUTIONS LLC,0,0,2,0,54,8441,FL,TAMPA,33602
2016,AAPPTEC LLC,1,0,0,0,54,8598,KY,LOUISVILLE,40228
2016,ARTIST PUBLISHING GRP LLC,0,1,0,0,51,1970,CA,LOS ANGELES,90028
2016,NGENIOUS SOLUTIONS INC,1,0,0,0,54,5364,NJ,PISCATAWAY,08854
2016,MI RINCONCITO MEXICANO CORP,0,0,1,0,99,6195,FL,MIAMI,33145
2016,LOGILE INC,0,0,1,0,54,6625,TX,SOUTHLAKE,76092
2016,MOBIS N AMERICA LLC,1,0,0,0,33,9128,MI,DETROIT,48209
2016,MOBIS NORTH AMERICA LLC,2,1,0,0,33,9128,MI,PLYMOUTH,48170
2016,MOBIS NORTH AMERICA LLC,0,0,2,0,42,9128,MI,PLYMOUTH,48170
2016,TAOS GLOBAL GROUP INC,2,0,1,0,52,9519,IL,CHICAGO,60616
2016,TOWERBROOK CAPITAL PARTNERS LP,0,0,1,0,99,0191,NY,NEW YORK,10022
2016,COLUMN5 CONSULTING LLC,0,0,1,0,54,3736,AZ,SCOTTSDALE,85251
2016,SETTY & ASSOCIATES INTL PLLC,1,0,0,0,54,8176,DC,WASHINGTON,20016
2016,OPENCROWD INC,0,0,2,0,54,8389,NY,NEW YORK,10003
2016,MESTECH SERVICE LLC,1,0,0,0,54,0083,KY,LOUISVILLE,40223
2016,CLARICODE INC,1,0,0,0,54,0407,MA,NEEDHAM HEIGHTS,02494
2016,SIGMAPHARM LABORATORIES LLC,1,0,7,0,32,3641,NJ,EAST BRUNSWICK,08816
2016,QUANTCAST CORPORATION,9,0,12,0,54,6141,CA,SAN FRANCISCO,94103
2016,QUANTCAST CORPORATION,2,0,1,0,54,6141,CA,SAN FRANCISCO,94107
2016,ARMSTRONG PROCESS GROUP INC,2,0,0,0,54,6804,WI,NEW RICHMOND,54017
2016,MY ORO USA INC,0,0,1,0,42,7119,NY,NEW YORK,10036
2016,MADAN & SAIGAL LLC,0,0,1,0,54,8956,NY,NEW YORK,10001
2016,VALUE GROUP ENTERPRISES,0,1,0,0,42,1154,CA,NORWALK,90650
2016,JOSEPH J OAKES IV DBA ACORN,0,0,1,0,52,4030,NJ,LIVINGSTON,07039
2016,TCC WIRELES INC,0,0,1,0,51,4069,IL,CAROL STREAM,60188
2016,IT MANAGEMENT INC,0,0,1,0,54,7063,IL,ROCKFORD,61107
2016,SMARTDRIVE SYSTEMS INC,0,0,2,0,33,7151,CA,SAN DIEGO,92121
2016,AKKEN INC,12,0,0,0,51,0527,NH,NASHUA,03062
2016,AKKEN INC,0,0,1,0,54,0527,NH,NASHUA,03062
2016,TECHSOURCE INC,0,0,2,0,54,2120,CA,SACRAMENTO,95864
2016,SFTBD INC DBA TBD CONSULTANTS,1,0,0,0,54,3917,CA,SAN FRANCISCO,94111
2016,VITAL DATA TECHNOLOGY LLC,0,0,1,0,54,5850,CA,NEWPORT BEACH,92660
2016,SOURCE CONSULTING LLC,0,0,4,0,54,6070,MA,HOPKINTON,01748
2016,SOURCE CONSULTING LLC,0,0,1,0,54,6070,MA,TEWKSBURY,01876
2016,EOK TECHNOLOGIES INC,0,0,8,2,54,6300,NC,CHARLOTTE,28202
2016,CNET GLOBAL SOLUTIONS INC,32,6,54,1,54,6927,TX,RICHARDSON,75081
2016,SWARN INC D/B/A TECH OBSERVER,2,1,21,2,54,7742,NJ,PARAMUS,07652
2016,SWARN INC DBA TECH OBSERVER,1,0,0,0,56,7742,NJ,PARAMUS,07652
2016,LANCESYS INC,1,0,0,0,54,8630,MA,NORWOOD,02062
2016,GOTHAM DIGITAL SCIENCE LLC,1,0,2,0,54,1153,NY,NEW YORK,10038
2016,PINNACLE STRUCTURAL ENGINEERS INC,1,0,0,0,54,1677,TX,HOUSTON,77098
2016,EPROMPTUS INC,7,0,4,1,54,3230,MI,SOUTHFIELD,48075
2016,SELECT INTERNATIONAL INC,0,0,1,0,54,7439,PA,PITTSBURGH,15237
2016,SOFTSAGES LLC,0,1,0,0,54,8651,PA,MALVERN,19355
2016,INFOR US INC,1,0,0,0,54,9219,TX,HOUSTON,77098
2016,ADROIT BUSINESS SOLUTIONS INC,0,0,1,0,54,0251,WA,BELLEVUE,98006
2016,CNX WATER ASSETS LLC,0,0,1,0,55,1235,PA,CANONSBURG,15317
2016,JAYA APPAREL GROUP LLC,1,0,0,0,54,3338,CA,LOS ANGELES,90058
2016,UNIFY SYSTEMS INC,1,0,4,0,54,5922,AL,MONTGOMERY,36117
2016,EZDATA SYSTEMS INC,0,1,0,0,54,6193,CA,SAN JOSE,95110
2016,HI-REZ STUDIOS INC,0,0,1,0,54,7913,GA,ALPHARETTA,30022
2016,AFL TELECOMMUNICATIONS LLC,2,0,0,0,33,8212,SC,GREENVILLE,29601
2016,CORINTHIAN CAPITAL GROUP LLC,0,0,1,0,52,9246,NY,NEW YORK,10022
2016,EXCLUSIVE FABRICS & FURNISHING LLC,1,0,0,0,99,9501,CA,LIVERMORE,94551
2016,ALANOVA & ASSOCS LLC DBA ST LUKES,0,0,1,0,62,9763,TN,SEVIERVILLE,37862
2016,WORKDAY INC,10,0,92,0,54,0422,CA,PLEASANTON,94588
2016,COSMETIC LAB INC,0,0,1,0,32,0645,CA,DOWNEY,90241
2016,FISHER ASSET MANAGEMENT LLC,0,0,1,0,52,0800,CA,REDWOOD CITY,94062
2016,FISHER ASSET MANAGEMENT LLC,0,0,1,0,52,0800,CA,WOODSIDE,94062
2016,FISHER INVESTMENTS INC,0,0,4,0,52,0800,WA,CAMAS,98607
2016,SILVERXIS INC,1,1,4,0,54,1245,TX,ARLINGTON,76013
2016,SILVEREXIS INC,8,0,11,0,54,1245,TX,IRVING,75063
2016,SAXON INFOTECH INC,0,0,1,0,54,4445,MD,COLUMBIA,21045
2016,SPANISH MEADOWS OF KATY,0,0,1,0,62,7667,TX,KATY,77494
2016,BROADBAND TELECOM INC,0,0,1,1,54,0930,NY,KEW GARDENS,11415
2016,VARSUN ETECHNOLOGIES GROUP INC,1,0,0,0,54,1833,CA,ANAHEIM,92808
2016,QUANTUM SECURE INC,3,0,13,0,51,1989,CA,SAN JOSE,95112
2016,ATLANTIC COAST MEDIA GROUP LLC,1,0,1,0,32,5589,NJ,JERSEY CITY,07310
2016,MOURI TECH LLC,6,1,52,0,54,7305,TX,IRVING,75038
2016,CLEVELAND ASIA SUPERMARKET INC,1,0,0,0,44,7927,OH,NORTH RANDALL,44128
2016,VERRAZANO CONSULTING SOLUTIONS LLC,0,0,1,0,54,9031,NY,NEW YORK,10017
2016,YOUR SOLUTIONWARE INC,1,0,0,0,54,9348,CA,SACRAMENTO,95835
2016,WISDOMTREE ASSET MANAGEMENT,2,0,1,0,52,0148,NY,NEW YORK,10167
2016,PENSKE MEDIA CORPORATION,0,0,1,0,51,1010,CA,LOS ANGELES,90025
2016,EMPIRE CARE INC,1,0,0,0,56,7722,NY,NEW YORK,10016
2016,SUNSET PARK HLTH COUNCIL D/B/A LUT,0,1,0,0,62,8411,NY,BROOKLYN,11220
2016,HYUNG JU JOHN KIM DDS INC,1,0,0,0,62,9943,CA,LOS ANGELES,90011
2016,BUFFALO SAV INC,1,0,0,0,42,1553,NY,BUFFALO,14206
2016,THIRD I INC,0,0,2,0,54,1628,VA,VIENNA,22182
2016,WHITAKER-TAYLOR INC,1,0,2,0,54,2064,GA,ATLANTA,30309
2016,WTG GAUS INC,1,0,0,0,54,3249,NY,NEW YORK,10036
2016,PROPELSYS TECHNOLOGIES LLC,9,1,30,1,54,5373,TX,PLANO,75093
2016,EXPONENT PARTNERS,1,0,1,0,54,5856,CA,SAN FRANCISCO,94102
2016,APAX PARTNERS LP,1,0,2,0,52,0354,NY,NEW YORK,10022
2016,ENCLARITY INC,1,0,2,0,51,2753,GA,ALPHARETTA,30005
2016,FRIENDS BEHAVIORAL HEALTH SYS LP D,1,0,0,0,62,3648,PA,PHILADELPHIA,19124
2016,AQUA TECH ENGINEERING CONSULTANTS,0,0,1,0,54,4466,KS,AUGUSTA,67010
2016,PALO ALTO NETWORKS INC,32,0,68,0,54,0195,CA,SANTA CLARA,95054
2016,PRO RESOURCE MGT OF THE WIREGRASS,2,0,3,0,62,3369,AL,DOTHAN,36305
2016,THE SMART CUBE INC,1,0,0,0,54,3380,IL,CHICAGO,60602
2016,GRIFOLS SHARED SERVICES NA INC,0,0,3,0,54,3768,CA,LOS ANGELES,90032
2016,ROVER STORE INC,0,0,1,0,44,3813,VA,CHANTILLY,20151
2016,ORNIM INC,1,0,0,0,33,7210,MA,FOXBORO,02035
2016,INDERJIT K SIDHU ESQ LLC,0,0,2,0,54,7396,NJ,DAYTON,08810
2016,RFID & PROCESS AUTOMATION SVCS LLC,1,0,0,0,54,7715,TX,HOUSTON,77063
2016,NATIONS INFO CORPORATION,0,0,2,0,51,8717,CA,GOLETA,93117
2016,INFOSUN TECHNOLOGY LLC,0,0,1,0,54,9288,FL,SARASOTA,34236
2016,SIRI INFOSOLUTIONS INC,0,0,2,0,54,4559,MI,ANN ARBOR,48105
2016,SIRI INFOSOLUTIONS INC,27,14,85,11,54,4559,NJ,EDISON,08817
2016,SIRI INFOSOLUTIONS INC,0,0,1,0,54,4599,NJ,EDISON,08817
2016,VPLS INC DBA KRYPT TECHNOLOGIES,0,0,2,0,99,6595,CA,ORANGE,92867
2016,GLOBAL SYSTEMS LLC,0,0,17,0,54,7156,TX,IRVING,75038
2016,VIRGIN PULSE INC,3,0,3,0,52,7480,MA,FRAMINGHAM,01701
2016,THE PROCARD GR LLC DBA CHECKPOINT,0,0,1,0,32,9007,TN,NASHVILLE,37211
2016,PHYCARE SOLUTIONS INC,0,0,1,0,62,9494,NY,EAST SETAUKET,11733
2016,BEACH CAPITAL MANAGEMENT LLC,0,0,1,0,52,0846,FL,WEST PALM BEACH,33401
2016,OPTIMIST INC,0,0,1,0,54,1794,CA,LOS ANGELES,90016
2016,CGS ADMINISTRATORS LLC,1,0,0,0,52,2297,SC,COLUMBIA,29223
2016,SMARTSHIFT TECHNOLOGIES INC,0,0,1,0,54,5825,NY,NEW YORK,10018
2016,SPACE LLC,1,0,0,0,54,6192,MO,SAINT LOUIS,63110
2016,DIAMOND FOODS INC,0,0,1,0,31,6965,CA,STOCKTON,95205
2016,ATEKHA NEPHROLOGY CLINIC LLC,0,0,1,0,62,7704,GA,STATESBORO,30458
2016,LIFESMILES COMPLETE HLTH DENTISTRY,1,0,0,0,62,8041,MI,GLADWIN,48624
2016,WALLEYE TRADING ADVISORS LLC,0,0,1,0,52,0520,MN,MINNEAPOLIS,55447
2016,STRIVE PREPARATORY SCHOOLS,0,0,0,1,61,2193,CO,DENVER,80211
2016,SURESH N GOEL DDS PC DBA PROGRESSI,1,0,0,0,62,1179,NY,PITTSFORD,14534
2016,NEWS AMERICA MKTG IN STORE LLC,0,0,0,1,51,6230,CT,WILTON,06897
2016,NEWS AMERICA MARKETING IN-STORE LL,1,0,2,0,54,6230,CT,WILTON,06897
2016,EBUSINESS SOLUTIONS INC,3,0,6,0,54,2916,OH,COLUMBUS,43235
2016,CY-FAIR MUSIC AND ARTS INC,0,0,2,0,61,8682,TX,HOUSTON,77095
2016,WV VASCULAR INSTITUTE PLLC,0,0,1,0,62,8793,WV,BECKLEY,25801
2016,ADVANCESOFT INC,1,1,12,1,51,0509,VA,ASHBURN,20147
2016,360I LLC,3,0,2,0,54,2651,GA,ATLANTA,30309
2016,360I LLC,0,0,3,0,54,2651,NY,NEW YORK,10013
2016,MERCHANT CASH AND CAPITAL LLC,1,0,3,0,52,6169,NY,NEW YORK,10016
2016,END TO END ANALYTICS LLC,1,0,0,0,54,7497,CA,PALO ALTO,94303
2016,END TO END ANALYTICS LLC,0,0,1,0,54,7497,MA,BOSTON,02210
2016,DC CAP HOTELIER LLC,1,0,0,0,72,3007,NY,NEW YORK,10022
2016,TIGER VEDA MANAGEMENT LLC,0,0,1,0,54,4247,NY,NEW YORK,10178
2016,TRICADIA HOLDINGS LP,0,0,3,0,52,5373,NY,NEW YORK,10017
2016,HIGHBROW BUSINESS SOLUTIONS,2,0,0,0,54,6911,OH,COLUMBUS,43085
2016,HIGHBROW BUSINESS SOLUTIONS,3,3,0,0,54,6911,OH,WORTHINGTON,43085
2016,PEAFOWL INC,1,0,0,0,54,8469,CO,AURORA,80016
2016,ADVANTAGE CONSULTING & ENGRG SVC C,1,0,1,0,54,9086,MD,BALTIMORE,21202
2016,BIOMETRICS4ALL INC,0,0,1,0,54,9462,CA,IRVINE,92602
2016,TD AUTO FINANCE LLC,0,0,1,0,52,4244,NJ,MOUNT LAUREL,08054
2016,ELECTRONIC DATA PROFESSIONALS INC,5,0,12,1,54,5778,PA,BENSALEM,19020
2016,EXSILIO CONSULTING INC,0,0,2,0,54,7668,CA,IRVINE,92614
2016,PHILADELPHIA PROCESSING INC DBA BA,0,0,1,0,52,0781,PA,PAOLI,19301
2016,HILL30 INC,0,0,1,0,54,1163,IL,NORTHBROOK,60062
2016,RICHLAND MEDICAL INVESTORS LLC DBA,1,0,1,0,62,1316,WA,RICHLAND,99352
2016,ACCESS TECHNOLOGIES INC,0,0,0,1,42,3195,IA,WAUKEE,50263
2016,THE MOLECULE INC,1,0,0,0,51,9022,NY,NEW YORK,10012
2016,CELENO COMMUNICATIONS INC,0,0,1,0,33,9820,CA,SAN JOSE,95110
2016,INTELLECT IT LLC,0,0,3,1,54,0651,CA,FOLSOM,95630
2016,LINEAR SIGNS INC D/B/A VISTA VISUA,1,0,0,0,33,1023,NY,LINDENHURST,11757
2016,LINEAR SIGNS INC DBA VISTA VISUAL,0,0,1,0,54,1023,NY,LINDENHURST,11757
2016,HUBSPOT INC,0,0,1,0,51,2791,MA,CAMBRIDGE,02141
2016,HUBSPOT INC,3,0,5,0,54,2791,MA,CAMBRIDGE,02141
2016,INFOPRO SYSTEMS INC,0,0,1,0,51,2882,IL,NAPERVILLE,60564
2016,INFOPRO SYSTEMS INC,0,1,0,0,54,2882,IL,NAPERVILLE,60564
2016,WINMAX SYSTEMS CORP,0,0,1,0,54,5932,CA,MILPITAS,95035
2016,SE2 LLC,1,0,0,0,52,0636,KS,TOPEKA,66604
2016,SE2 LLC,6,0,2,0,52,0636,KS,TOPEKA,66636
2016,PENN ASIAN SENIOR SERVICES,2,0,0,0,62,3138,PA,PHILADELPHIA,19126
2016,SD TOOLS INC DBA MAP DIA TOOLS,0,1,0,0,42,3221,NY,COLLEGE POINT,11356
2016,BEAM4D ENTERPRISES LLP,0,0,1,0,54,3578,FL,SARASOTA,34240
2016,DATAPLUS TECHNOLOGIES INC,1,0,0,0,54,8110,CA,SOUTH PASADENA,91030
2016,OCCUPATIONAL SAFETY COUNCILS OF AM,0,0,1,0,54,0798,CA,CARSON,90746
2016,OCCUPATIONAL SAFETY COUNCILS OF AM,0,0,2,0,54,0798,CA,LONG BEACH,90813
2016,AMAZON COM AZDC LLC,1,0,1,0,45,1861,WA,SEATTLE,98109
2016,AMAZON.COM.AZDC LLC,3,0,2,0,45,1861,WA,SEATTLE,98121
2016,ENCHANTMENT LLC,0,1,0,0,72,2463,FL,CLEARWATER BEACH,33767
2016,1ST PLAYABLE PRODUCTIONS LLC,1,0,3,0,54,3723,NY,TROY,12180
2016,THE MEC GROUP LLC,0,0,1,0,33,3773,CA,CHULA VISTA,91914
2016,THE MEC GROUP LLC,0,0,1,0,33,3773,CA,REDONDO BEACH,90277
2016,TECHIT LLC,0,0,2,0,54,8989,VA,FAIRFAX,22030
2016,SEARCH TECHNOLOGIES CORP,1,0,4,0,54,9735,VA,HERNDON,20170
2016,A-MAX INSURANCE SERVICES INC,1,1,5,0,52,5276,TX,DALLAS,75247
2016,ADVANCED RESOURCES GROUP INC,0,0,2,0,54,9184,MO,CHESTERFIELD,63005
2016,ADVAITA CORP,2,0,0,0,54,9446,MI,PLYMOUTH,48170
2016,HUMAN RIGHTS FOUNDATION INC,1,0,1,1,81,9700,NY,NEW YORK,10118
2016,NKSM TECHNOLOGIES INC,0,0,2,0,54,4641,CA,PASADENA,91101
2016,REVSPRING INC,0,0,2,0,54,5614,MI,WIXOM,48393
2016,ACCELOGIC LLC,0,0,2,0,54,8006,FL,FORT LAUDERDALE,33326
2016,VIDYO INC,2,0,3,0,51,2933,NJ,HACKENSACK,07601
2016,RUSIT CONSULTING INC,1,0,0,0,54,4723,NY,LATHAM,12110
2016,PACER FINANCIAL LLC,1,0,0,0,52,7367,PA,PAOLI,19301
2016,GLOBAL AMS INC,0,0,1,0,54,8837,NY,NEW YORK,10018
2016,OGINFO.COM LLC,0,0,0,1,54,0307,TX,CORPUS CHRISTI,78413
2016,EXBON DEVELOPMENT INC,1,0,0,0,23,2623,CA,GARDEN GROVE,92843
2016,QUANTUM INTEGRATORS GROUP LLC,6,0,10,1,54,5962,NJ,PRINCETON JUNCTION,08550
2016,QUANTUM INTEGRATORS GROUP LLC,0,0,0,1,54,5962,NJ,WEST WINDSOR,08550
2016,TWO SIGMA SOLUTIONS LLC,1,0,4,0,52,9726,TX,HOUSTON,77002
2016,TWO SIGMA SOLUTIONS LLC,1,0,0,0,54,9726,TX,HOUSTON,77002
2016,FERROVIAL AGROMAN US CORP,0,0,2,0,23,9805,TX,AUSTIN,78759
2016,VALORE PARTNERS INC,0,0,1,0,54,9948,AZ,TEMPE,85281
2016,,0,0,0,1,92,1416,NY,FLUSHING,11355
2016,O2 TECHNOLOGIES INC,5,3,11,0,54,2373,CA,IRVINE,92614
2016,HEALTH ADVANCEMENT COLLABORATIVE O,1,0,0,0,54,2655,NY,SYRACUSE,13202
2016,MIDSOUTH STEEL INC,0,0,1,0,23,4744,GA,ATLANTA,30349
2016,NUEVORA,0,0,1,0,54,5743,CA,SAN RAMON,94583
2016,5 DESIGN INC DBA 5 DESIGN,0,0,3,0,54,7437,CA,LOS ANGELES,90038
2016,YEE ENTERPRISE SOLUTIONS INC,0,0,1,0,54,1668,NJ,HOLMDEL,07733
2016,DENTAL DELIVERY SYSTEMS PA,0,0,1,0,62,3187,MN,SAVAGE,55378
2016,BOX INC,0,0,3,0,54,4444,CA,LOS ALTOS,94022
2016,BOX INC,5,0,35,0,54,4444,CA,REDWOOD CITY,94063
2016,PINGER INC,1,0,6,0,54,5529,CA,SAN JOSE,95113
2016,COMBA TELECOM INC,0,0,1,0,99,8222,CA,SAN JOSE,95131
2016,EVOLVA INC,1,0,0,0,99,8255,KY,LEXINGTON,40505
2016,NUCOR STEEL MARION INC,0,0,1,0,33,9336,OH,MARION,43302
2016,IMPLICO INC,0,0,1,0,54,0099,PA,PLYMOUTH MEETING,19462
2016,REHAB STAFFING INC,0,0,2,0,62,0461,NY,WHITE PLAINS,10601
2016,MSP DATA SYSTEMS INC,0,0,1,0,54,1395,FL,LONGWOOD,32750
2016,NUOVO SOLUTIONS LLC,0,0,1,0,54,4149,NY,WOODBURY,11797
2016,VERACITY CONSULTING LLC,0,0,1,0,54,6844,GA,SUWANEE,30024
2016,JM INFORMATION SYSTEMS LLC,4,0,5,1,54,8292,NJ,EAST BRUNSWICK,08816
2016,JM INFORMATION SYSTEMS LLC,1,0,2,1,54,8292,NJ,EDISON,08817
2016,MICHAEL L WORK INC DBA LAW OFFS OF,1,0,0,0,54,8762,FL,MIAMI,33137
2016,TKE ENGINEERING & DESIGN INC,1,0,1,0,54,4649,TX,HOUSTON,77070
2016,PROGRESSIVE HLTH & REHABILITATATIO,1,0,1,0,62,8778,IL,BUFFALO GROVE,60089
2016,APPISOFT INC,0,0,1,0,51,8844,NJ,MILLBURN,07041
2016,APPISOFT INC,1,0,12,1,54,8844,NJ,MILLBURN,07041
2016,AMERICAN TECHNOSYS INC,2,0,0,0,54,8939,MI,NOVI,48375
2016,JARUS TECHNOLOGIES INC,0,0,4,0,54,0275,PA,PITTSBURGH,15220
2016,CLERYSYS INC,1,0,9,0,54,3561,IL,CHICAGO,60606
2016,MARLA CONSTRUCTION INC,0,0,1,0,23,6398,NY,BROOKLYN,11215
2016,AGS LLC,1,0,0,0,33,6691,NV,LAS VEGAS,89118
2016,AMERICAN GAMING SYSTEMS LLC,0,0,2,0,71,6691,NV,LAS VEGAS,89118
2016,JUNMA ENGINEERING,1,0,0,0,54,7739,NY,BROOKLYN,11201
2016,PERFTEK SOLUTIONS INC,0,1,0,0,54,8337,IL,LINCOLNSHIRE,60069
2016,SUPREME TECH SOLUTIONS LLC,0,0,6,0,54,8652,VA,VIENNA,22182
2016,QUINN DAVID AND ASSOCIATES LLC,1,0,0,1,54,9582,WI,MILWAUKEE,53208
2016,KNAV PA,0,0,1,0,54,1082,GA,ATLANTA,30328
2016,QUALCOMM CONNECTED EXPERIENCES INC,0,0,0,1,33,1190,CA,SAN DIEGO,92121
2016,VCARVE LLC,1,0,0,0,54,2099,NJ,EDISON,08817
2016,INNOVATIVE LOGIC INC,1,0,0,0,54,3093,CA,SAN JOSE,95110
2016,SHRIA MANAGEMENT LLC,0,0,1,0,55,4966,TX,EL PASO,79915
2016,SHRIA MANAGEMENT LLC,0,0,1,0,72,4966,TX,EL PASO,79915
2016,ENERGY CAPITAL PARTNERS MGT LP,0,0,1,0,52,5010,NJ,SHORT HILLS,07078
2016,JASE SYSTEMS LLC,0,0,1,0,54,6492,PA,NEW HOPE,18938
2016,CLOUDTEAM LLC,0,0,1,0,54,6570,FL,TITUSVILLE,32780
2016,VONAGE AMERICA INC,0,0,3,0,51,8841,GA,ATLANTA,30339
2016,VONAGE AMERICA INC,0,0,6,0,51,8841,NJ,HOLMDEL,07733
2016,DEVCARE SOLUTIONS LTD,0,0,34,2,54,1086,OH,COLUMBUS,43215
2016,US GARMENT LLC,0,0,0,1,31,1139,CA,LOS ANGELES,90010
2016,VAREL INTERNATIONAL IND LP,0,0,1,0,33,1179,TX,CARROLLTON,75006
2016,DAETEC LLC,1,0,0,0,54,1410,CA,CAMARILLO,93012
2016,TS WORLDWIDE LLC,0,1,0,0,53,2887,CO,FORT COLLINS,80521
2016,RZI LLC,0,1,0,0,54,3248,FL,NEPTUNE BEACH,32266
2016,CAGNAY INC,0,0,1,0,54,6775,IL,NORTH AURORA,60542
2016,SUTOER SOLUTIONS INC,0,0,1,0,54,4627,IL,HINSDALE,60521
2016,UNPA INC,0,1,0,0,44,4684,UT,SALT LAKE CITY,84105
2016,ONEMARKETDATA LLC,0,0,1,0,54,5274,NJ,HOBOKEN,07030
2016,CPG INTERNATIONAL LLC,1,0,0,0,42,9385,PA,SCRANTON,18504
2016,CLASSIC CHARIOTS INC,1,0,0,0,44,1741,CA,VISTA,92083
2016,JPAK & ASSOCIATES ACCOUNTANCY CORP,1,0,0,0,54,5161,CA,GARDEN GROVE,92844
2016,BRIGHTLINE CAPITAL MANAGEMENT LLC,0,0,1,0,52,5276,CT,GREENWICH,06830
2016,INTELLECT TECHNOLOGIES INC,0,0,6,0,54,5902,NJ,MONMOUTH JUNCTION,08852
2016,SHORE CHAN DEPUMPO LLP,1,0,0,0,54,8795,TX,DALLAS,75202
2016,CATWALK TO SIDEWALK,0,0,1,0,42,9657,CA,VERNON,90058
2016,CATWALK TO SIDEWALK,1,0,1,0,44,9657,CA,VERNON,90058
2016,IT BUSINESS MANAGEMENT SOLNS INC,7,0,9,2,54,2038,NJ,EDISON,08817
2016,BETA SOFT SYSTEMS INC,5,17,17,19,54,3356,CA,FREMONT,94538
2016,BETA SOFT SYSTEMS INC,0,0,1,0,54,3356,CA,SAN JOSE,95128
2016,P3 PARTNERS LLC,0,0,1,0,54,4009,GA,JOHNS CREEK,30022
2016,HUMAN ELEMENT INC,0,0,1,0,54,6948,MI,ANN ARBOR,48104
2016,OFFERPOP CORPORATION,1,0,3,0,54,7303,NY,NEW YORK,10010
2016,ANRAY INT L CORPORATION,0,0,1,0,33,8105,CA,ORANGE,92865
2016,CLEAR LAKE SPECIALTIES PA,0,0,1,1,62,8379,TX,WEBSTER,77598
2016,AMOBEE INC,0,0,1,0,54,1822,CA,SAN FRANCISCO,94111
2016,AMOBEE INC,0,0,5,0,54,1822,CA,SANTA MONICA,90405
2016,OGRE SYSTEMS INC,1,0,0,0,54,3059,TX,DALLAS,75254
2016,HOME CLEVER INC,0,0,1,0,45,8047,CA,EL MONTE,91731
2016,A&D TECH INC,0,0,1,0,33,3873,MI,ANN ARBOR,48108
2016,JK INTERNAL MEDICINE & GERIATRICS,0,0,0,1,62,4940,GA,SUWANEE,30024
2016,EJF CAPITAL LLC,0,0,2,0,52,5526,VA,ARLINGTON,22201
2016,APOGEE MEDICAL GROUP MISSOURI INC,0,0,2,0,62,5527,TX,DALLAS,75225
2016,MADDISOFT LLC,0,0,6,0,54,5606,TX,HOUSTON,77042
2016,ICCE INC,0,0,1,0,56,6480,CA,LOS ANGELES,90010
2016,ITEKVISION INC,0,0,1,0,54,1480,TX,IRVING,75038
2016,BIOCLINICA INC,0,0,1,0,54,1681,NJ,PRINCETON,08540
2016,BIOCLINICA INC,0,0,1,0,54,1681,PA,NORRISTOWN,19403
2016,REAL WORLD TECHNOLOGIES INC,2,0,4,0,54,2215,MI,FARMINGTON,48334
2016,REAL WORLD TECHNOLOGIES INC,1,0,10,0,54,2215,MI,FARMINGTON HILLS,48334
2016,SEOUL SEMICONDUCTOR INC,0,0,2,0,99,3843,CA,CYPRESS,90630
2016,AMBER INDIA CORP,1,0,1,0,72,3878,CA,SAN FRANCISCO,94103
2016,AK CONSULTING SERVICES INC,0,0,1,0,54,6590,KS,TOPEKA,66614
2016,ROSETTA MARKETING GROUP LLC,0,0,9,0,54,7395,OH,CLEVELAND,44114
2016,SAVVYTECH SOLUTIONS INC,0,1,3,1,54,9382,NJ,METUCHEN,08840
2016,SAVVYTECH SOLUTIONS INC,0,2,0,0,54,9382,NY,HEMPSTEAD,11550
2016,SANDS CAPITAL MANAGEMENT LLC,0,0,1,0,52,0751,VA,ARLINGTON,22209
2016,PCC FEEDLOT INVESTMENT SVCS LLC,0,0,1,0,11,2450,OK,HYDRO,73048
2016,SALESTREAM SOFTWARE INC,0,0,1,0,54,4841,CA,CORONA,92883
2016,R2T INC,0,0,1,0,54,5149,GA,ROSWELL,30075
2016,ACCORD HEALTHCARE INC,0,0,2,0,42,0435,NC,DURHAM,27703
